id,customerId,driverId,rideStatus,rideType,pickupPoint,pickupLat,pickupLong,dropPoint,dropLat,dropLong,initialDistance,initialDuration,finalDistance,finalDuration,payWithNuraCoins,appliedVoucherId,appliedCouponId,rideAssignedLat,rideAssignedLong,initialFare,finalFare,payableAmount,rideStartTime,rideEndTime,rideAssignedTime,initialOdometer,finalOdometer,createdAt,updatedAt,date,time_est,hour,source,dd,dd1,dd2,dd3,dd4,dd5
58,8,6,CANCELLED,RIDE,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,"VR Chennai, Jawaharlal Nehru Salai, Thirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0805465,80.197132,1.9,315,0,0,f,,,13.07857946,80.1992324,59,,,,,45929.34683,,,45929.34681,45929.34691,45929,08:19:24,13,test,,,,,,
60,8,6,CANCELLED,RIDE,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,"Hotel Simsan, 36G2+PGX Near, 85, Poonamallee High Rd, West, Pallavan Nagar, Koyambedu, Chennai, Tamil Nadu 600107, India",13.076688,80.2013111,0.497,67,0,0,f,,,13.07866311,80.19914657,39,,,,,45929.348,,,45929.34798,45929.34805,45929,08:21:06,13,test,,,,,,
61,8,5,CANCELLED,RIDE,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,"Hotel Simsan, 36G2+PGX Near, 85, Poonamallee High Rd, West, Pallavan Nagar, Koyambedu, Chennai, Tamil Nadu 600107, India",13.076688,80.2013111,0.497,67,0,0,f,,,13.07851356,80.19919485,39,,,,,45929.35047,,,45929.35045,45929.35059,45929,08:24:39,13,test,,,,,,
62,8,7,CANCELLED,RIDE,"Hotel Simsan, 36G2+PGX Near, 85, Poonamallee High Rd, West, Pallavan Nagar, Koyambedu, Chennai, Tamil Nadu 600107, India",13.076688,80.2013111,"VR mall stop, 35HX+QC4, Grand Northern Trunk Rd, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600050, India",13.0793905,80.1985753,3.228,402,0,0,f,,,13.06786013,80.20822853,99,,,,,45929.35084,,,45929.35082,45929.35087,45929,08:25:11,13,test,,,,,,
63,8,7,CANCELLED,RIDE,"Hotel Simsan, 36G2+PGX Near, 85, Poonamallee High Rd, West, Pallavan Nagar, Koyambedu, Chennai, Tamil Nadu 600107, India",13.076688,80.2013111,"VR mall stop, 35HX+QC4, Grand Northern Trunk Rd, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600050, India",13.0793905,80.1985753,3.228,402,0,0,f,,,13.06786013,80.20822853,99,,,,,45929.35105,,,45929.35102,45929.35107,45929,08:25:28,13,test,,,,,,
66,10,5,CANCELLED,RIDE,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,"Hotel Simsan, 36G2+PGX Near, 85, Poonamallee High Rd, West, Pallavan Nagar, Koyambedu, Chennai, Tamil Nadu 600107, India",13.076688,80.2013111,0.497,67,0,0,f,,,13.07851356,80.19919485,39,,,,,45929.36126,,,45929.36124,45929.36157,45929,08:40:11,14,test,,,,,,
64,8,5,CANCELLED,RIDE,"VR mall stop, 35HX+QC4, Grand Northern Trunk Rd, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600050, India",13.0793905,80.1985753,"Ampa Skyone, 1, Nelson Manickam Rd, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0736821,80.2212825,5.134,870,0,0,f,,,13.07851356,80.19919485,152,,,,,45929.35122,,,45929.3512,45929.35125,45929,08:25:44,13,test,,,,,,
67,8,6,CANCELLED,RIDE,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,"Hotel Simsan, Hotel Simsan, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0767524,80.2011928,0.501,68,0,0,f,,,13.07844005,80.19900709,39,,,,,45929.36149,,,45929.36146,45929.36204,45929,08:40:30,14,test,,,,,,
65,8,5,CANCELLED,RIDE,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,"Hotel Simsan, Hotel Simsan, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0767524,80.2011928,0.501,68,0,0,f,,,13.07851356,80.19919485,39,,,,,45929.36045,,,45929.36043,45929.36048,45929,08:39:01,14,test,,,,,,
92,13,8,COMPLETED,ADHOC_RIDE,"68, EVR Periyar Salai, Padi Kuppam, Koyambedu, Chennai, Tamil Nadu 600107, India",13.076343,80.198653,"Teynampet, Chennai, Tamil Nadu, India",13.0404742,80.2503335,6.881214608,25,0,0,f,,,,,184,39,39,45931.19888,45931.19897,,10006,10006,45931.19869,45931.19904,45931,04:46:07,10,test,,,,,,
70,3,6,CANCELLED,RIDE,"VR mall stop, 35HX+QC4, Grand Northern Trunk Rd, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600050, India",13.0793905,80.1985753,"Ampa Skywalk Mall, Ampa Skywalk Mall, 93, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.073724,80.221316,5.129,869,0,0,f,,1,13.0785896,80.1992324,152,,,,,45929.39523,,,45929.39514,45929.39534,45929,09:29:00,14,test,,,,,,
68,3,5,CANCELLED,RIDE,"VR mall stop, 35HX+QC4, Grand Northern Trunk Rd, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600050, India",13.0793905,80.1985753,"Ampa Skyone, 1, Nelson Manickam Rd, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0736821,80.2212825,5.134,870,0,0,f,,1,13.07853637,80.19919485,152,,,,,45929.38973,,,45929.38963,45929.39033,45929,09:21:04,14,test,,,,,,
69,3,,PENDING,RIDE,"VR mall stop, 35HX+QC4, Grand Northern Trunk Rd, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600050, India",13.0793905,80.1985753,"Sky Walk, Sky Walk, 1, Nelson Manickam Rd, near Ampa Skyone, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0736117,80.2215873,5.018,854,0,0,f,,,,,152,,,,,,,,45929.39132,45929.39132,45929,09:23:30,14,test,,,,,,
73,10,6,CANCELLED,RIDE,"VR Chennai, Jawaharlal Nehru Salai, Thirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0805465,80.197132,"Hotel Simsan, 36G2+PGX Near, 85, Poonamallee High Rd, West, Pallavan Nagar, Koyambedu, Chennai, Tamil Nadu 600107, India",13.076688,80.2013111,2.341,441,0,0,f,,,13.07852623,80.19928604,89,,,,,45929.4126,,,45929.41257,45929.41353,45929,09:54:06,15,test,,,,,,
71,2,6,CANCELLED,RIDE,"VR mall stop, 35HX+QC4, Grand Northern Trunk Rd, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600050, India",13.0793905,80.1985753,"CMBT Bus Stand, 3684+Q68, Chennai - Theni Hwy, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0669036,80.2055654,4.416,805,0,0,f,1,,13.07855412,80.19928604,125,,,,,45929.39571,,,45929.39521,45929.39597,45929,09:29:06,14,test,,,,,,
72,3,5,CANCELLED,RIDE,"VR mall stop, 35HX+QC4, Grand Northern Trunk Rd, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600050, India",13.0793905,80.1985753,"Sky Walk, Sky Walk, 1, Nelson Manickam Rd, near Ampa Skyone, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0736117,80.2215873,5.018,854,0,0,f,,,13.0741944,80.19970447,152,,,,,45929.39577,,,45929.39572,45929.396,45929,09:29:50,14,test,,,,,,
74,10,6,CANCELLED,RIDE,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,0,0,0,0,f,,,13.07852623,80.19928604,39,,,,,45929.41399,,,45929.41397,45929.415,45929,09:56:07,15,test,,,,,,
75,8,6,CANCELLED,RIDE,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,0,0,0,0,f,,,13.07062297,80.20393163,39,,,,,45929.41463,,,45929.41461,45929.41557,45929,09:57:02,15,test,,,,,,
76,8,6,CANCELLED,RIDE,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,"Hotel Simsan, 36G2+PGX Near, 85, Poonamallee High Rd, West, Pallavan Nagar, Koyambedu, Chennai, Tamil Nadu 600107, India",13.076688,80.2013111,0.497,67,0,0,f,,,13.07852623,80.19928604,39,,,,,45929.416,,,45929.41598,45929.42522,45929,09:59:00,15,test,,,,,,
77,20,,PENDING,RIDE,"VGN Zodiac Ville Apartments, VGN Zodiac Ville Apartments, Devdoss St, Mogappair Eri Scheme, Mogappair, Chennai, Tamil Nadu 600037, India",13.0739757,80.1750388,"Indian Bank Corporate Office, 254-260, Avvai Shanmugham Salai, Pudupet, Gopalapuram, Chennai, Tamil Nadu 600014, India",13.0485688,80.2622778,12.904,2076,0,0,f,,,,,264,,,,,,,,45930.1356,45930.1356,45930,03:15:16,8,real,,,,,,
78,13,8,PENDING,ADHOC_RIDE,"35HX+CPF, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0785625,80.1992969,"Teynampet Police Station, Anna Salai, Teynampet, Thiru Vi Ka Kudiyiruppu, Teynampet, Chennai, Tamil Nadu, India",13.0487503,80.2495225,6.377834603,25,0,0,f,,,,,184,,,45930.21464,,,8758,,45930.21464,45930.21464,45930,05:09:05,10,test,,,,,,
79,22,8,PENDING,ADHOC_RIDE,"9, AE Block 2nd St, West Naduvankarai, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0785646,80.1994635,"Avadi Bus Depot, Bhaktavatsala Puram, Vasantham Nagar, Avadi, Tamil Nadu, India",13.1206137,80.1019832,11.5592407,42,0,0,f,,,,,237,,,45930.21593,,,8758,,45930.21593,45930.21593,45930,05:10:57,10,test,,,,,,
80,10,8,CANCELLED,RIDE,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,"Ampa Skyone, 1, Nelson Manickam Rd, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0736821,80.2212825,3.585,531,0,0,f,,,13.0784654,80.19924313,99,,,,,45930.22363,,,45930.2236,45930.2237,45930,05:21:59,10,test,,,,,,
84,8,6,CANCELLED,RIDE,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,0,0,0,0,f,,,13.08282512,80.19974738,39,,,,,45930.2321,,,45930.23205,45930.23239,45930,05:34:10,11,test,,,,,,
81,10,8,CANCELLED,RIDE,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,0,0,0,0,f,,,13.07848568,80.19897491,39,,,,,45930.22431,,,45930.22428,45930.22436,45930,05:22:58,10,test,,,,,,
85,8,6,COMPLETED,ADHOC_RIDE,"Suxus Men's and Women's Wear, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu, India",13.0788768,80.1989582,"Ampa Skyone, Nelson Manickam Road, Aminjikarai, Chennai, Tamil Nadu, India",13.0736821,80.2212825,2.488802094,8,0,0,f,,,,,89,39,39,45930.2328,45930.23312,,2018,2018,45930.23265,45930.23318,45930,05:35:01,11,test,,,,,,
82,10,8,CANCELLED,RIDE,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,0,0,0,0,f,,,13.07642495,80.20262808,39,,,,,45930.2263,,,45930.22628,45930.22635,45930,05:25:51,10,test,,,,,,
86,8,6,CANCELLED,RIDE,"BASKAR IAS ACADEMY, 164/21, Shanthi Colony, Mangalam Colony, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0827764,80.1988867,"BASKAR IAS ACADEMY, 164/21, Shanthi Colony, Mangalam Colony, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0827764,80.1988867,0,0,0,0,f,,,13.0827871,80.19931823,39,,,,,45930.23454,,,45930.23451,45930.23979,45930,05:37:42,11,test,,,,,,
88,26,,PENDING,RIDE,"1-5, New Bethana Nagar, Ambal Nagar, Nesapakkam, Chennai, Tamil Nadu 600087, India",13.0356434,80.1778179,"34, 3rd Ave, W Block, Annanagar East, Chennai, Tamil Nadu 600102, India",13.08639216,80.21772757,9.846,1703,0,0,f,,,,,213,,,,,,,,45930.46981,45930.46981,45930,11:16:32,16,real,,,,,,
83,10,8,CANCELLED,RIDE,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,0,0,0,0,f,,,13.07880252,80.2121821,39,,,,,45930.22953,,,45930.22951,45930.22965,45930,05:30:29,11,test,,,,,,
89,19,,PENDING,RIDE,"BRIKHOUSE APARTMENT, Brikhouse Apartment, Gangai Amman Koil St, Ganga Nagar, Maduravoyal, Chennai, Tamil Nadu 600077, India",13.0643778,80.1449395,"Koyambedu Metro Car Parking, 4-12, Srinivasa Nagar Main Rd, Sriniivasa Nagar, Virrugambakkam, Virugambakkam, Chennai, Tamil Nadu 600102, India",13.0727628,80.1959051,7.965,1276,0,0,f,,,,,173,,,,,,,,45930.59652,45930.59652,45930,14:19:00,19,FnF,,,,,,
90,19,,PENDING,RIDE,"BRIKHOUSE APARTMENT, Brikhouse Apartment, Gangai Amman Koil St, Ganga Nagar, Maduravoyal, Chennai, Tamil Nadu 600077, India",13.0643778,80.1449395,"Koyambedu, Koyambedu, Chennai, Tamil Nadu 600107, India",13.073496,80.194867,7.779,1212,0,0,f,,,,,173,,,,,,,,45930.59786,45930.59786,45930,14:20:55,19,FnF,,,,,,
91,29,,PENDING,RIDE,"20, Lord Baba St, Vijayalakshmi Puram, Ambattur, Chennai, Tamil Nadu 600053, India",13.1235837,80.1537163,"Om Shri Flats, 26PM+FX6, Soundarajan St, T Nagar, CIT Nagar, Chennai, Tamil Nadu 600017, India",13.0361649,80.2349001,18.776,2946,0,0,f,,,,,381,,,,,,,,45931.13164,45931.13164,45931,03:09:34,8,real,,,,,,
93,8,,PENDING,RIDE,"68/36, Kamaraj Ave 1st St, Rukmani Nagar, Adyar, Chennai, Tamil Nadu 600020, India",13.00225175,80.24916209,"Manapakkam, Manapakkam, Chennai, Tamil Nadu, India",13.0212637,80.1832458,10.454,1424,0,0,f,,,,,225,,,,,,,,45932.2779,45932.27793,45932,06:40:10,12,test,,,,,,
94,8,,PENDING,RIDE,"Manapakkam Ashram, Parthasarathy Nagar, Manapakkam, Chennai, Tamil Nadu 600089, India",13.01872478,80.17822805,"Kasturba Nagar, Kasturba Nagar, Adyar, Chennai, Tamil Nadu 600020, India",13.0053449,80.2501523,10.464,1581,0,0,f,,,,,225,,,,,,,,45932.39237,45932.39239,45932,09:25:01,14,test,,,,,,
95,30,,PENDING,RIDE,"18/22, Vijayalakshmi Puram, Ambattur, Chennai, Tamil Nadu 600053, India",13.1255304,80.1548909,"T.Nagar Bustand,Medley Road,1st Cross, bus stand, medley Road1st cross,T.Nagar, T. Nagar, Chennai, Tamil Nadu 600017, India",13.0348085,80.2301547,19.555,3005,0,0,f,,,,,397,,,,,,,,45932.54016,45932.54016,45932,12:57:50,18,real,,,,,,
96,30,,PENDING,RIDE,"80/2, Vijayalakshmi Puram, Ambattur, Chennai, Tamil Nadu 600053, India",13.1254326,80.1549133,"Dr. Mehta's Hospitals, No.2/1,2, 3, Mc Nichols Road 3rd Ln, Chetpet, Chennai, Tamil Nadu 600031, India",13.0716109,80.2405937,16.616,2467,0,0,f,,,,,338,,,,,,,,45933.12245,45933.12245,45933,02:56:20,8,real,,,,,,
97,32,,PENDING,RIDE,"1/488A, Anna Enclave, Injambakkam, Chennai, Tamil Nadu 600115, India",12.9184921,80.2488115,"Moorthy Street Extension, Moorthy St Ext, SM Nagar, Vivekanandapuram, West Mambalam, Chennai, Tamil Nadu, India",13.0393795,80.2180664,19.099,2884,0,0,f,,,,,387,,,,,,,,45933.13043,45933.13043,45933,03:07:49,8,real,,,,,,
98,32,8,CANCELLED,RIDE,"VR Chennai, Jawaharlal Nehru Salai, Thirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0805465,80.197132,"Arumbakkam, Jawaharlal Nehru Salai, Senthil Nagar, Annai Sathya Nagar, Koyambedu, Chennai, Tamil Nadu 600026, India",13.0620745,80.2116729,4.498,714,0,0,t,,,13.07872394,80.19926459,125,,,,,45933.1317,,,45933.13154,45933.13198,45933,03:09:25,8,real,,,,,,
99,34,,PENDING,RIDE,"42, Gandhi Mandapam Rd, Chitra Nagar, Kotturpuram, Chennai, Tamil Nadu 600085, India",13.02020459,80.24160154,"VR Chennai, Jawaharlal Nehru Salai, Thirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0805465,80.197132,12.408,1981,0,0,f,,,,,254,,,,,,,,45933.21112,45933.21112,45933,05:04:01,10,test,,,,,,
101,35,8,CANCELLED,RIDE,"VR mall stop, 35HX+QC4, Grand Northern Trunk Rd, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600050, India",13.0793905,80.1985753,"Navin's Dayton Heights, Navin's Dayton Heights, Navin's Dayton Heights, 76, Nelson Manickam Rd, Railway Colony, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0713646,80.2225231,4.945,849,0,0,f,,,13.08509623,80.20271391,125,,,,,45933.22648,,,45933.22631,45933.22677,45933,05:25:53,10,test,,,,,,
100,8,7,CANCELLED,RIDE,"42, Gandhi Mandapam Rd, Chitra Nagar, Kotturpuram, Chennai, Tamil Nadu 600085, India",13.02018016,80.24149371,"VR Chennai, Jawaharlal Nehru Salai, Thirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0805465,80.197132,12.418,1982,0,0,f,,,13.02529202,80.23045868,254,,,,,45933.21222,,,45933.21217,45933.21245,45933,05:05:32,10,test,,,,,,
102,8,7,CANCELLED,RIDE,"Ampa Skyone, 1, Nelson Manickam Rd, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0736821,80.2212825,"Marina Beach, Marina Beach, Tamil Nadu, India",13.0499526,80.2824026,9.815,1502,0,0,f,,,13.06017992,80.22312552,213,,,,,45933.26675,,,45933.26672,45933.26682,45933,06:24:04,11,test,,,,,,
103,8,7,CANCELLED,RIDE,"Ampa Skyone, 1, Nelson Manickam Rd, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0736821,80.2212825,"Marina Mall, Marina Mall, Egattur, Tamil Nadu 600130",12.8360623,80.2295172,31.282,4283,0,0,f,,,13.06017992,80.22312552,631,,,,,45933.267,,,45933.26698,45933.26703,45933,06:24:27,11,test,,,,,,
337,158,9,CANCELLED,RIDE,"Koyambedu, Koyambedu, Chennai, Tamil Nadu, India",13.0693568,80.1948314,"Guindy, Guindy, Chennai, Tamil Nadu, India",13.0066625,80.2206369,12.664,2006,0,0,f,,,13.07990005,80.19401819,259,,,,,45941.25793,,,45941.25791,45941.25827,45941,06:11:23,11,test,,,,,,
104,8,7,CANCELLED,RIDE,"Ampa Skyone, 1, Nelson Manickam Rd, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0736821,80.2212825,"Marina Mall, Marina Mall, Egattur, Tamil Nadu 600130",12.8360623,80.2295172,31.282,4283,0,0,f,,,13.06225079,80.22389263,631,,,,,45933.26739,,,45933.26725,45933.26749,45933,06:24:51,11,test,,,,,,
105,31,,PENDING,RIDE,"1/877, Sri, Venkateswara Nagar, Perungudi, Chennai, Tamil Nadu 600096, India",12.95296938,80.24635597,"Bsr Mall, Bsr Mall, Seevaram, Thoraipakkam, Chennai, Tamil Nadu 600097, India",12.9496024,80.2404088,2.67,542,0,0,f,,,,,89,,,,,,,,45933.27406,45933.27408,45933,06:34:39,12,test,,,,,,
106,38,,PENDING,RIDE,"TOWER-1, Doddakannelli-Chikkanayakana Halli Rd, Doddakannelli, Bengaluru, Karnataka 560035, India",12.8973492,77.6957509,"Krishnarajapuram, Krishnarajapuram, Bengaluru, Karnataka, India",13.0169992,77.7044335,24.475,3159,0,0,f,,,,,495,,,,,,,,45933.30419,45933.30419,45933,07:18:02,12,test,,,,,,
107,39,,PENDING,RIDE,"TOWER-1, Doddakannelli-Chikkanayakana Halli Rd, Doddakannelli, Bengaluru, Karnataka 560035, India",12.897344,77.695747,"Krishnarajapuram, Krishnarajapuram, Bengaluru, Karnataka, India",13.0169992,77.7044335,24.475,3159,0,0,f,,,,,495,,,,,,,,45933.30447,45933.30454,45933,07:18:26,12,real,,,,,,
351,31,17,CANCELLED,RIDE,"Vr mall, 35JX+M2X, Metrozone Driveway, Anna Nagar West, Chennai, Tamil Nadu 600040, India",13.0817317,80.1976217,"Anna Nagar, Anna Nagar, Chennai, Tamil Nadu, India",13.0849557,80.2101342,1.923,445,0,0,f,,,13.07859721,80.19918948,49,,,,,45941.31881,,,45941.31878,45941.31892,45941,07:39:02,13,test,Metrozone,,,,,
108,38,10,CANCELLED,RIDE,"CMBT Bus Stand, 3684+Q68, Chennai - Theni Hwy, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0669036,80.2055654,"Sai Nagar Annex Road, Sai Nagar Annex Rd, Chinmaya Nagar, Sri Iyappa Nagar, Chennai, Tamil Nadu 600092, India",13.060821,80.1966623,2.446,507,0,0,f,,,13.08279977,80.20137817,89,,,,,45933.30516,,,45933.30509,45933.30523,45933,07:19:20,12,test,,,,,,
109,36,,PENDING,RIDE,"Sai Akshara Apartments, Ashoka Castle Road, Gandhi Nagar, Kakinada, Andhra Pradesh 533004, India",16.96544874,82.2257901,"Sarpavaram, Sarpavaram, Kakinada, Andhra Pradesh, India",16.9969273,82.2230125,7.023,897,0,0,f,,,,,173,,,,,,,,45933.31245,45933.31245,45933,07:29:56,12,real,,,,,,
110,40,,PENDING,RIDE,"AP 725, H block,1st St, 12th Main Rd, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0854513,80.2029467,"Balaji Street, Balaji St, SVP Nagar, Janakiraman Colony, Arumbakkam, Chennai, Tamil Nadu 600106, India",13.0761768,80.2053427,3.635,544,0,0,f,,,,,99,,,,,,,,45933.31268,45933.31268,45933,07:30:16,13,real,,,,,,
111,34,,PENDING,RIDE,"42, Gandhi Mandapam Rd, Chitra Nagar, Kotturpuram, Chennai, Tamil Nadu 600085, India",13.02020459,80.24160154,"VR Chennai, Jawaharlal Nehru Salai, Thirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0805465,80.197132,12.408,1982,0,0,f,,,,,254,,,,,,,,45933.36686,45933.36686,45933,08:48:16,14,test,,,,,,
112,8,,PENDING,RIDE,"Number 13, SJV Centre, near Anna Centenary Library, Chitra Nagar, Kotturpuram, Chennai, Tamil Nadu 600085, India",13.02004858,80.24147251,"VR Chennai, Jawaharlal Nehru Salai, Thirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0805465,80.197132,12.415,1983,0,0,f,,,,,254,,,,,,,,45933.36794,45933.36794,45933,08:49:50,14,test,,,,,,
113,43,,PENDING,RIDE,"113, 4th St, CTO Colony, West Tambaram, Tambaram, Chennai, Tamil Nadu 600129, India",12.9503944,80.1780355,"Koyambedu CMBT Bus Stand, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0686902,80.2051416,20.093,2435,0,0,f,,,,,407,,,,,,,,45933.37383,45933.37383,45933,08:58:19,14,real,,,,,,
114,43,,PENDING,RIDE,"Lakshmi Mahal, Vijayalakshmi Nagar, Abhinandan Nagar, Ullagaram, Chennai, Tamil Nadu 600129, India",12.9402811,80.1738399,"Meenambakkam, Chennai - Theni Hwy, National Airports Authority Colony, Meenambakkam, Nandanvakkam, Chennai, Tamil Nadu 600114, India",12.987735,80.1764,11.595,1463,0,0,f,,,,,237,,,,,,,,45933.37465,45933.37465,45933,08:59:30,14,real,,,,,,
115,8,10,CANCELLED,RIDE,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,"Hotel Simsan, 36G2+PGX Near, 85, Poonamallee High Rd, West, Pallavan Nagar, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0765012,80.201314,0.462,59,0,0,f,,,13.06716054,80.18419594,39,,,,,45933.38934,,,45933.38929,45933.39019,45933,09:20:35,14,test,,,,,,
117,8,,PENDING,RIDE,"VR mall stop, 35HX+QC4, Grand Northern Trunk Rd, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600050, India",13.0793905,80.1985753,"Ampa Skyone, 1, Nelson Manickam Rd, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0736821,80.2212825,5.134,870,0,0,f,,,,,152,,,,,,,,45933.41506,45933.41509,45933,09:57:41,15,test,,,,,,
116,45,14,CANCELLED,RIDE,"VR Chennai, Jawaharlal Nehru Salai, Thirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0805465,80.197132,"Ampa Skyone, 1, Nelson Manickam Rd, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0736821,80.2212825,5.19,913,0,0,f,,,13.06942659,80.19668967,152,,,,,45933.41509,,,45933.41505,45933.41526,45933,09:57:41,15,test,,,,,,
119,8,,PENDING,RIDE,"D-Mart Perungudi, X63Q+R6M, 144, Corporation Rd, Sri Kumaran Nagar, Saravana Nagar, Perungudi, Chennai, Tamil Nadu 600096, India",12.9560738,80.2371258,"42, Gandhi Mandapam Rd, Chitra Nagar, Kotturpuram, Chennai, Tamil Nadu 600085, India",13.020161,80.241487,9.114,1251,0,0,f,,,,,213,,,,,,,,45933.41631,45933.41634,45933,09:59:29,15,test,,,,,,
